Natural Key;Dicofre;Freguesia;Concelho;Distrito;Latitude;Longitude
Oliveira do Hospital e São Paio de GramaçosOLIVEIRA DO HOSPITALCOIMBRA;61124;Oliveira do Hospital e São Paio de Gramaços;OLIVEIRA DO HOSPITAL;COIMBRA;30586.1057;76327.925
ValezimSEIAGUARDA;91225;Valezim;SEIA;GUARDA;24133.1444;76305.6724
MarmeleiraMORTÁGUAVISEU;180805;Marmeleira;MORTÁGUA;VISEU;36023.9091;76810.4959
SoutoSABUGALGUARDA;91134;Souto;SABUGAL;GUARDA;-9643.7173;76640.3696
Aldeia VelhaSABUGALGUARDA;91106;Aldeia Velha;SABUGAL;GUARDA;100907.751;75821.827
Casal CombaMEALHADAAVEIRO;11103;Casal Comba;MEALHADA;AVEIRO;106930.646;76087.7503
TábuaTÁBUACOIMBRA;61614;Tábua;TÁBUA;COIMBRA;-28448.209;75320.1408
TochaCANTANHEDECOIMBRA;60214;Tocha;CANTANHEDE;COIMBRA;9326.98572;77172.708
Teixoso e SarzedoCOVILHÃCASTELO BRANCO;50337;Teixoso e Sarzedo;COVILHÃ;CASTELO BRANCO;-55160.198;75002.3639
Vale Formoso e Aldeia do SoutoCOVILHÃCASTELO BRANCO;50338;Vale Formoso e Aldeia do Souto;COVILHÃ;CASTELO BRANCO;59053.0977;73687.648
VacariçaMEALHADAAVEIRO;11107;Vacariça;MEALHADA;AVEIRO;63871.7611;78183.1643
Vila Cova à CoelheiraSEIAGUARDA;91228;Vila Cova à Coelheira;SEIA;GUARDA;-23069.926;77324.5627
Lajeosa e ForcalhosSABUGALGUARDA;91142;Lajeosa e Forcalhos;SABUGAL;GUARDA;33948.6463;79248.5548
Quintas de São BartolomeuSABUGALGUARDA;91124;Quintas de São Bartolomeu;SABUGAL;GUARDA;111752.759;77218.9734
Torrozelo e FolhadosaSEIAGUARDA;91234;Torrozelo e Folhadosa;SEIA;GUARDA;87386.7887;78791.3983
Lagos da Beira e LajeosaOLIVEIRA DO HOSPITALCOIMBRA;61123;Lagos da Beira e Lajeosa;OLIVEIRA DO HOSPITAL;COIMBRA;30786.3093;79042.9743
Ovoa e VimieiroSANTA COMBA DÃOVISEU;181410;Ovoa e Vimieiro;SANTA COMBA DÃO;VISEU;26006.9965;78519.0395
Cantanhede e PocariçaCANTANHEDECOIMBRA;60220;Cantanhede e Pocariça;CANTANHEDE;COIMBRA;-652.84298;77613.4131
LusoMEALHADAAVEIRO;11104;Luso;MEALHADA;AVEIRO;-40078.723;76235.4713
VerdelhosCOVILHÃCASTELO BRANCO;50327;Verdelhos;COVILHÃ;CASTELO BRANCO;-20882.629;79221.5637
OurentãCANTANHEDECOIMBRA;60209;Ourentã;CANTANHEDE;COIMBRA;54867.9494;77156.3432
MerugeOLIVEIRA DO HOSPITALCOIMBRA;61110;Meruge;OLIVEIRA DO HOSPITAL;COIMBRA;-35349.897;78545.8357
Póvoa de MidõesTÁBUACOIMBRA;61611;Póvoa de Midões;TÁBUA;COIMBRA;27156.2326;80528.7174
São CaetanoCANTANHEDECOIMBRA;60215;São Caetano;CANTANHEDE;COIMBRA;12391.7128;80125.4285
Manteigas (São Pedro)MANTEIGASGUARDA;90803;Manteigas (São Pedro);MANTEIGAS;GUARDA;-46809.59;78823.1521
Vila BoaSABUGALGUARDA;91138;Vila Boa;SABUGAL;GUARDA;49173.7027;77128.5907
TrezóiMORTÁGUAVISEU;180809;Trezói;MORTÁGUA;VISEU;95973.8312;79963.238
Travanca de LagosOLIVEIRA DO HOSPITALCOIMBRA;61119;Travanca de Lagos;OLIVEIRA DO HOSPITAL;COIMBRA;-16817.819;79129.9811
Águas BelasSABUGALGUARDA;91101;Águas Belas;SABUGAL;GUARDA;20094.5558;79951.3854
Belmonte e Colmeal da TorreBELMONTECASTELO BRANCO;50106;Belmonte e Colmeal da Torre;BELMONTE;CASTELO BRANCO;82967.5382;79283.7381
Mealhada, Ventosa do Bairro e AntesMEALHADAAVEIRO;11109;Mealhada, Ventosa do Bairro e Antes;MEALHADA;AVEIRO;67468.6643;76758.5909
Carragozela e Várzea de MerugeSEIAGUARDA;91230;Carragozela e Várzea de Meruge;SEIA;GUARDA;-27936.089;80175.9447
Mortágua, Vale de Remígio, Cortegaça e AlmaçaMORTÁGUAVISEU;180811;Mortágua, Vale de Remígio, Cortegaça e Almaça;MORTÁGUA;VISEU;30340.4003;81400.7795
GestaçôBAIÃOPORTO;130205;Gestaçô;BAIÃO;PORTO;-8136.0782;78948.13
LoureiroPESO DA RÉGUAVILA REAL;170805;Loureiro;PESO DA RÉGUA;VILA REAL;16884.4882;167062.738
Duas IgrejasPENAFIELPORTO;131109;Duas Igrejas;PENAFIEL;PORTO;27119.3281;168552.705
Rio TintoGONDOMARPORTO;130408;Rio Tinto;GONDOMAR;PORTO;-11320.495;167912.802
TabuadoMARCO DE CANAVESESPORTO;130724;Tabuado;MARCO DE CANAVESES;PORTO;-35830.416;167884.629
MarcoMARCO DE CANAVESESPORTO;130736;Marco;MARCO DE CANAVESES;PORTO;1588.63894;168669.955
Ervedosa do DouroSÃO JOÃO DA PESQUEIRAVISEU;181502;Ervedosa do Douro;SÃO JOÃO DA PESQUEIRA;VISEU;-1597.4081;167395.12
PedrouçosMAIAPORTO;130617;Pedrouços;MAIA;PORTO;53549.4525;166863.539
Galafura e CovelinhasPESO DA RÉGUAVILA REAL;170813;Galafura e Covelinhas;PESO DA RÉGUA;VILA REAL;-38239.697;169078.029
PinhãoALIJÓVILA REAL;170109;Pinhão;ALIJÓ;VILA REAL;38172.9581;167471.387
Vila MarimMESÃO FRIOVILA REAL;170407;Vila Marim;MESÃO FRIO;VILA REAL;50329.0641;169065.099
Nagozelo do DouroSÃO JOÃO DA PESQUEIRAVISEU;181504;Nagozelo do Douro;SÃO JOÃO DA PESQUEIRA;VISEU;22498.8376;167435.019
Baguim do Monte (Rio Tinto)GONDOMARPORTO;130412;Baguim do Monte (Rio Tinto);GONDOMAR;PORTO;61070.3327;168675.955
LousaTORRE DE MONCORVOBRAGANÇA;40911;Lousa;TORRE DE MONCORVO;BRAGANÇA;-33789.47;169300.755
Covas do DouroSABROSAVILA REAL;171002;Covas do Douro;SABROSA;VILA REAL;79822.4931;165922.078
Campelo e OvilBAIÃOPORTO;130223;Campelo e Ovil;BAIÃO;PORTO;45369.9637;167749.019
AstromilPAREDESPORTO;131002;Astromil;PAREDES;PORTO;9193.51474;167117.875
BaltarPAREDESPORTO;131003;Baltar;PAREDES;PORTO;-23842.188;169963.044
SobretâmegaMARCO DE CANAVESESPORTO;130723;Sobretâmega;MARCO DE CANAVESES;PORTO;-21302.232;168622.657
São Mamede de Infesta e Senhora da HoraMATOSINHOSPORTO;130814;São Mamede de Infesta e Senhora da Hora;MATOSINHOS;PORTO;-2832.5115;169940.049
Guilhufe e UrrôPENAFIELPORTO;131141;Guilhufe e Urrô;PENAFIEL;PORTO;-41717.677;168982.14
Poiares e CanelasPESO DA RÉGUAVILA REAL;170816;Poiares e Canelas;PESO DA RÉGUA;VILA REAL;-15840.014;169164.291
Seixo de AnsiãesCARRAZEDA DE ANSIÃESBRAGANÇA;40316;Seixo de Ansiães;CARRAZEDA DE ANSIÃES;BRAGANÇA;34502.6819;166971.273
GandraPAREDESPORTO;131011;Gandra;PAREDES;PORTO;73506.9923;167196.351
GouvinhasSABROSAVILA REAL;171004;Gouvinhas;SABROSA;VILA REAL;-25105.802;168892.972
Vilarinho dos FreiresPESO DA RÉGUAVILA REAL;170810;Vilarinho dos Freires;PESO DA RÉGUA;VILA REAL;42207.0345;168639.138
Alvações do CorgoSANTA MARTA DE PENAGUIÃOVILA REAL;171101;Alvações do Corgo;SANTA MARTA DE PENAGUIÃO;VILA REAL;32532.4485;168504.306
Soutelo do DouroSÃO JOÃO DA PESQUEIRAVISEU;181509;Soutelo do Douro;SÃO JOÃO DA PESQUEIRA;VISEU;31731.2049;169764.44
Matosinhos e Leça da PalmeiraMATOSINHOSPORTO;130812;Matosinhos e Leça da Palmeira;MATOSINHOS;PORTO;58110.0879;169195.177
VandomaPAREDESPORTO;131022;Vandoma;PAREDES;PORTO;-46933.331;169545.761
Torre de MoncorvoTORRE DE MONCORVOBRAGANÇA;40916;Torre de Moncorvo;TORRE DE MONCORVO;BRAGANÇA;-22063.47;170239.199
Lobrigos (São Miguel e São João Baptista) e SanhoaneSANTA MARTA DE PENAGUIÃOVILA REAL;171111;Lobrigos (São Miguel e São João Baptista) e Sanhoane;SANTA MARTA DE PENAGUIÃO;VILA REAL;89293.0815;168323.601
Loivos do MonteBAIÃOPORTO;130208;Loivos do Monte;BAIÃO;PORTO;29415.0824;169985.242
Vila Boa de Quires e MaurelesMARCO DE CANAVESESPORTO;130741;Vila Boa de Quires e Maureles;MARCO DE CANAVESES;PORTO;12739.7354;169577.424
MedrõesSANTA MARTA DE PENAGUIÃOVILA REAL;171106;Medrões;SANTA MARTA DE PENAGUIÃO;VILA REAL;-5957.1603;169492.847
GuiãesVILA REALVILA REAL;171410;Guiães;VILA REAL;VILA REAL;26223.3339;171146.023
ValongoVALONGOPORTO;131505;Valongo;VALONGO;PORTO;39807.9668;170343.332
Vale de BouroCELORICO DE BASTOBRAGA;30521;Vale de Bouro;CELORICO DE BASTO;BRAGA;-30488.202;168506.663
Freixeda e Vila VerdeMIRANDELABRAGANÇA;40742;Freixeda e Vila Verde;MIRANDELA;BRAGANÇA;9956.67274;197097.041
Franco e Vila BoaMIRANDELABRAGANÇA;40741;Franco e Vila Boa;MIRANDELA;BRAGANÇA;85941.3644;196207.832
SaldanhaMOGADOUROBRAGANÇA;40815;Saldanha;MOGADOURO;BRAGANÇA;66193.1534;194932.521
AzurémGUIMARÃESBRAGA;30804;Azurém;GUIMARÃES;BRAGA;133350.828;196020.867
RibasCELORICO DE BASTOBRAGA;30518;Ribas;CELORICO DE BASTO;BRAGA;-13265.065;198421.606
São GensFAFEBRAGA;30728;São Gens;FAFE;BRAGA;8651.84759;198021.828
Lemenhe, Mouquim e JesufreiVILA NOVA DE FAMALICÃOBRAGA;31256;Lemenhe, Mouquim e Jesufrei;VILA NOVA DE FAMALICÃO;BRAGA;1887.24225;197787.019
São SalvadorMIRANDELABRAGANÇA;40728;São Salvador;MIRANDELA;BRAGANÇA;-32292.95;197654.866
Viatodos, Grimancelos, Minhotães e Monte de FralãesBARCELOSBRAGA;0302FG;Viatodos, Grimancelos, Minhotães e Monte de Fralães;BARCELOS;BRAGA;82094.9831;197572.699
FermentõesGUIMARÃESBRAGA;30815;Fermentões;GUIMARÃES;BRAGA;-36532.516;197332.492
Lamas de OrelhãoMIRANDELABRAGANÇA;40718;Lamas de Orelhão;MIRANDELA;BRAGANÇA;-15136.42;198552.104
BritoGUIMARÃESBRAGA;30807;Brito;GUIMARÃES;BRAGA;71164.4227;197237.135
AldãoGUIMARÃESBRAGA;30801;Aldão;GUIMARÃES;BRAGA;-19270.567;198518.421
Sendim e AtenorMIRANDA DO DOUROBRAGANÇA;40620;Sendim e Atenor;MIRANDA DO DOURO;BRAGANÇA;-11625.8;199279.397
Arões (São Romão)FAFEBRAGA;30730;Arões (São Romão);FAFE;BRAGA;140825.588;193581.981
Vale (São Cosme), Telhado e PortelaVILA NOVA DE FAMALICÃOBRAGA;31259;Vale (São Cosme), Telhado e Portela;VILA NOVA DE FAMALICÃO;BRAGA;-7318.9466;198685.257
EstelaPÓVOA DE VARZIMPORTO;131307;Estela;PÓVOA DE VARZIM;PORTO;-27383.297;198072.611
LagoaMACEDO DE CAVALEIROSBRAGANÇA;40516;Lagoa;MACEDO DE CAVALEIROS;BRAGANÇA;-52051.951;198273.326
GolãesFAFEBRAGA;30714;Golães;FAFE;BRAGA;113652.738;197530.23
ParadelaBARCELOSBRAGA;30257;Paradela;BARCELOS;BRAGA;-5449.8575;199233.384
Airão Santa Maria, Airão São João e VermilGUIMARÃESBRAGA;30876;Airão Santa Maria, Airão São João e Vermil;GUIMARÃES;BRAGA;-46209.744;198752.464
FornelosFAFEBRAGA;30712;Fornelos;FAFE;BRAGA;-22886.974;198448.746
Alfarela de JalesVILA POUCA DE AGUIARVILA REAL;171302;Alfarela de Jales;VILA POUCA DE AGUIAR;VILA REAL;-3572.6079;199720.598
São Martinho do PesoMOGADOUROBRAGANÇA;40817;São Martinho do Peso;MOGADOURO;BRAGANÇA;48091.2618;198222.01
PenceloGUIMARÃESBRAGA;30835;Pencelo;GUIMARÃES;BRAGA;126016.674;197134.997
NineVILA NOVA DE FAMALICÃOBRAGA;31227;Nine;VILA NOVA DE FAMALICÃO;BRAGA;-14033.532;199880.61
AlvadiaRIBEIRA DE PENAVILA REAL;170901;Alvadia;RIBEIRA DE PENA;VILA REAL;-34145.614;199485.341
Gebelim e SoeimaALFÂNDEGA DA FÉBRAGANÇA;40124;Gebelim e Soeima;ALFÂNDEGA DA FÉ;BRAGANÇA;30719.6278;196643.169
LomboMACEDO DE CAVALEIROSBRAGANÇA;40519;Lombo;MACEDO DE CAVALEIROS;BRAGANÇA;99623.5476;197463.844
Arnoso (Santa Maria e Santa Eulália) e SezuresVILA NOVA DE FAMALICÃOBRAGA;31251;Arnoso (Santa Maria e Santa Eulália) e Sezures;VILA NOVA DE FAMALICÃO;BRAGA;107871.529;199159.422
TelõesVILA POUCA DE AGUIARVILA REAL;171311;Telões;VILA POUCA DE AGUIAR;VILA REAL;-30459.044;200015.892
MedeloFAFEBRAGA;30716;Medelo;FAFE;BRAGA;37627.9385;196355.888
Vila Chã de BraciosaMIRANDA DO DOUROBRAGANÇA;40616;Vila Chã de Braciosa;MIRANDA DO DOURO;BRAGANÇA;-2214.0566;200055.86
Chorente, Góios, Courel, Pedra Furada e GueralBARCELOSBRAGA;30296;Chorente, Góios, Courel, Pedra Furada e Gueral;BARCELOS;BRAGA;148647.378;197485.337
PassosMIRANDELABRAGANÇA;40724;Passos;MIRANDELA;BRAGANÇA;-41530.366;198958.917
FaiaCABECEIRAS DE BASTOBRAGA;30408;Faia;CABECEIRAS DE BASTO;BRAGA;73237.0276;199545.154
Parreira e ChoutoCHAMUSCASANTARÉM;140709;Parreira e Chouto;CHAMUSCA;SANTARÉM;13177.5657;200189.446
Azambujeira e MalaqueijoRIO MAIORSANTARÉM;141415;Azambujeira e Malaqueijo;RIO MAIOR;SANTARÉM;-17692.409;-52062.878
Reguengo GrandeLOURINHÃLISBOA;110805;Reguengo Grande;LOURINHÃ;LISBOA;-58928.651;-42353.031
AsseiceiraRIO MAIORSANTARÉM;141410;Asseiceira;RIO MAIOR;SANTARÉM;-93477.378;-41998.306
Painho e FigueirosCADAVALLISBOA;110413;Painho e Figueiros;CADAVAL;LISBOA;-70084.048;-41885.053
Sé e São LourençoPORTALEGREPORTALEGRE;121411;Sé e São Lourenço;PORTALEGRE;PORTALEGRE;-79228.301;-41315.714
São João da Ribeira e Ribeira de São JoãoRIO MAIORSANTARÉM;141418;São João da Ribeira e Ribeira de São João;RIO MAIOR;SANTARÉM;60472.6868;-41656.168
São Bartolomeu dos Galegos e MoledoLOURINHÃLISBOA;110814;São Bartolomeu dos Galegos e Moledo;LOURINHÃ;LISBOA;-63328.374;-41686.788
AlcanhõesSANTARÉMSANTARÉM;141605;Alcanhões;SANTARÉM;SANTARÉM;-97318.894;-41689.202
Vale de CavalosCHAMUSCASANTARÉM;140705;Vale de Cavalos;CHAMUSCA;SANTARÉM;-45557.769;-41995.422
LandalCALDAS DA RAINHALEIRIA;100607;Landal;CALDAS DA RAINHA;LEIRIA;-29590.401;-45294.142
GaeirasÓBIDOSLEIRIA;101208;Gaeiras;ÓBIDOS;LEIRIA;-75481.004;-39534.133
FerrelPENICHELEIRIA;101406;Ferrel;PENICHE;LEIRIA;-85171.179;-32489.551
Rio MaiorRIO MAIORSANTARÉM;141408;Rio Maior;RIO MAIOR;SANTARÉM;-101634.83;-32558.555
São SebastiãoRIO MAIORSANTARÉM;141411;São Sebastião;RIO MAIOR;SANTARÉM;-69656.767;-36340.24
FráguasRIO MAIORSANTARÉM;141405;Fráguas;RIO MAIOR;SANTARÉM;-64902.33;-33529.744
Ribeira de Nisa e CarreirasPORTALEGREPORTALEGRE;121413;Ribeira de Nisa e Carreiras;PORTALEGRE;PORTALEGRE;-62484.247;-32872.708
Azoia de Cima e TremêsSANTARÉMSANTARÉM;141630;Azoia de Cima e Tremês;SANTARÉM;SANTARÉM;59392.538;-34561.781
AzinhagaGOLEGÃSANTARÉM;141201;Azinhaga;GOLEGÃ;SANTARÉM;-52821.962;-34345.141
VidaisCALDAS DA RAINHALEIRIA;100615;Vidais;CALDAS DA RAINHA;LEIRIA;-34606.709;-33643.47
AmoreiraÓBIDOSLEIRIA;101202;Amoreira;ÓBIDOS;LEIRIA;-78428.916;-33494.874
São Salvador da AramenhaMARVÃOPORTALEGRE;121004;São Salvador da Aramenha;MARVÃO;PORTALEGRE;-95793.609;-33121.231
BempostaABRANTESSANTARÉM;140104;Bemposta;ABRANTES;SANTARÉM;64809.4679;-34023.574
Santa Maria, São Pedro e Sobral da LagoaÓBIDOSLEIRIA;101210;Santa Maria, São Pedro e Sobral da Lagoa;ÓBIDOS;LEIRIA;-3483.0874;-38914.498
PernesSANTARÉMSANTARÉM;141614;Pernes;SANTARÉM;SANTARÉM;-89107.425;-32775.161
Arneiro das MilhariçasSANTARÉMSANTARÉM;141608;Arneiro das Milhariças;SANTARÉM;SANTARÉM;-46630.708;-30301.543
GançariaSANTARÉMSANTARÉM;141628;Gançaria;SANTARÉM;SANTARÉM;-50608.586;-30261.586
Chamusca e Pinheiro GrandeCHAMUSCASANTARÉM;140708;Chamusca e Pinheiro Grande;CHAMUSCA;SANTARÉM;-64279.055;-29313.107
AlvorninhaCALDAS DA RAINHALEIRIA;100602;Alvorninha;CALDAS DA RAINHA;LEIRIA;-27413.946;-34168.979
MargemGAVIÃOPORTALEGRE;120905;Margem;GAVIÃO;PORTALEGRE;-77240.546;-30170.483
Santa Maria de MarvãoMARVÃOPORTALEGRE;121002;Santa Maria de Marvão;MARVÃO;PORTALEGRE;18711.2905;-31921.772
São Facundo e Vale das MósABRANTESSANTARÉM;140123;São Facundo e Vale das Mós;ABRANTES;SANTARÉM;-118577.92;-27224.9
Casével e VaqueirosSANTARÉMSANTARÉM;141631;Casével e Vaqueiros;SANTARÉM;SANTARÉM;5155.94663;-31940.942
VauÓBIDOSLEIRIA;101207;Vau;ÓBIDOS;LEIRIA;-41117.248;-30038.199
GáfeteCRATOPORTALEGRE;120604;Gáfete;CRATO;PORTALEGRE;-94602.573;-30315.931
NadadouroCALDAS DA RAINHALEIRIA;100608;Nadadouro;CALDAS DA RAINHA;LEIRIA;38898.8991;-30409.163
TolosaNISAPORTALEGRE;121210;Tolosa;NISA;PORTALEGRE;-91084.275;-27371.399
BeneditaALCOBAÇALEIRIA;100105;Benedita;ALCOBAÇA;LEIRIA;35566.3711;-28542.681
Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São GregórioCALDAS DA RAINHALEIRIA;100617;Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;CALDAS DA RAINHA;LEIRIA;-71793.306;-27504.889
ComendaGAVIÃOPORTALEGRE;120903;Comenda;GAVIÃO;PORTALEGRE;-82804.843;-30942.08
AlpalhãoNISAPORTALEGRE;121201;Alpalhão;NISA;PORTALEGRE;26226.3508;-29672.854
São Miguel do Rio Torto e Rossio ao Sul do TejoABRANTESSANTARÉM;140124;São Miguel do Rio Torto e Rossio ao Sul do Tejo;ABRANTES;SANTARÉM;44453.1466;-27656.316
Foz do ArelhoCALDAS DA RAINHALEIRIA;100606;Foz do Arelho;CALDAS DA RAINHA;LEIRIA;-6082.9299;-28650.477
GolegãGOLEGÃSANTARÉM;141202;Golegã;GOLEGÃ;SANTARÉM;-92717.198;-25354.369
Amiais de BaixoSANTARÉMSANTARÉM;141607;Amiais de Baixo;SANTARÉM;SANTARÉM;-29598.417;-28727.053
CarregueiraCHAMUSCASANTARÉM;140707;Carregueira;CHAMUSCA;SANTARÉM;-51575.868;-24598.052
RiachosTORRES NOVASSANTARÉM;141910;Riachos;TORRES NOVAS;SANTARÉM;-19906.804;-28403.135
Santo António das AreiasMARVÃOPORTALEGRE;121003;Santo António das Areias;MARVÃO;PORTALEGRE;-32406.169;-25632.643
AlcobertasRIO MAIORSANTARÉM;141401;Alcobertas;RIO MAIOR;SANTARÉM;68566.7437;-27251.058
Brogueira, Parceiros de Igreja e AlcorochelTORRES NOVASSANTARÉM;141918;Brogueira, Parceiros de Igreja e Alcorochel;TORRES NOVAS;SANTARÉM;-66739.002;-27213.944
Santa Margarida da CoutadaCONSTÂNCIASANTARÉM;140803;Santa Margarida da Coutada;CONSTÂNCIA;SANTARÉM;-38198.611;-26297.034
Salir de MatosCALDAS DA RAINHALEIRIA;100609;Salir de Matos;CALDAS DA RAINHA;LEIRIA;-13148.006;-29275.73
Carvalhal BenfeitoCALDAS DA RAINHALEIRIA;100604;Carvalhal Benfeito;CALDAS DA RAINHA;LEIRIA;-82195.863;-25664.349
TramagalABRANTESSANTARÉM;140115;Tramagal;ABRANTES;SANTARÉM;-79211.467;-24382.324
TancosVILA NOVA DA BARQUINHASANTARÉM;142003;Tancos;VILA NOVA DA BARQUINHA;SANTARÉM;-10606.506;-24673.509
Santa CatarinaCALDAS DA RAINHALEIRIA;100611;Santa Catarina;CALDAS DA RAINHA;LEIRIA;-22908.659;-22390.733
BugalhosALCANENASANTARÉM;140202;Bugalhos;ALCANENA;SANTARÉM;-76300.517;-24392.908
Alvega e ConcavadaABRANTESSANTARÉM;140122;Alvega e Concavada;ABRANTES;SANTARÉM;-43939.723;-24331.449
AbrãSANTARÉMSANTARÉM;141602;Abrã;SANTARÉM;SANTARÉM;9392.43909;-25960.276
Malhou, Louriceira e EspinheiroALCANENASANTARÉM;140212;Malhou, Louriceira e Espinheiro;ALCANENA;SANTARÉM;-54538.142;-24811.524
PegoABRANTESSANTARÉM;140107;Pego;ABRANTES;SANTARÉM;-49930.787;-26282.6
AlcanedeSANTARÉMSANTARÉM;141604;Alcanede;SANTARÉM;SANTARÉM;-337.96775;-24186.408
Vila Nova da BarquinhaVILA NOVA DA BARQUINHASANTARÉM;142006;Vila Nova da Barquinha;VILA NOVA DA BARQUINHA;SANTARÉM;-59316.746;-27340.037
Alcanena e Vila MoreiraALCANENASANTARÉM;140211;Alcanena e Vila Moreira;ALCANENA;SANTARÉM;-25433.694;-22230.463
Meia ViaTORRES NOVASSANTARÉM;141917;Meia Via;TORRES NOVAS;SANTARÉM;-46136.364;-22444.548
São João BaptistaENTRONCAMENTOSANTARÉM;141001;São João Baptista;ENTRONCAMENTO;SANTARÉM;-31726.027;-21384.108
Nossa Senhora de FátimaENTRONCAMENTOSANTARÉM;141002;Nossa Senhora de Fátima;ENTRONCAMENTO;SANTARÉM;-29287.347;-23680.912
Gavião e AtalaiaGAVIÃOPORTALEGRE;120906;Gavião e Atalaia;GAVIÃO;PORTALEGRE;-29961.078;-22033.345
São João BaptistaCASTELO DE VIDEPORTALEGRE;120504;São João Baptista;CASTELO DE VIDE;PORTALEGRE;17962.1164;-23401.363
BeirãMARVÃOPORTALEGRE;121001;Beirã;MARVÃO;PORTALEGRE;51001.0237;-27746.294
TurquelALCOBAÇALEIRIA;100114;Turquel;ALCOBAÇA;LEIRIA;65716.2739;-23092.222
Caldas da Rainha - Santo Onofre e Serra do BouroCALDAS DA RAINHALEIRIA;100618;Caldas da Rainha - Santo Onofre e Serra do Bouro;CALDAS DA RAINHA;LEIRIA;-70671.018;-22118.849
ConstânciaCONSTÂNCIASANTARÉM;140801;Constância;CONSTÂNCIA;SANTARÉM;-89509.106;-24430.629
ZibreiraTORRES NOVASSANTARÉM;141916;Zibreira;TORRES NOVAS;SANTARÉM;-16582.585;-20511.202
MontalvoCONSTÂNCIASANTARÉM;140802;Montalvo;CONSTÂNCIA;SANTARÉM;-41283.437;-20333.633
MonsantoALCANENASANTARÉM;140208;Monsanto;ALCANENA;SANTARÉM;-13841.453;-20549.954
VimeiroALCOBAÇALEIRIA;100116;Vimeiro;ALCOBAÇA;LEIRIA;-48884.449;-21316.118
Moitas VendaALCANENASANTARÉM;140207;Moitas Venda;ALCANENA;SANTARÉM;-77155.956;-20373.289
Santiago MaiorCASTELO DE VIDEPORTALEGRE;120503;Santiago Maior;CASTELO DE VIDE;PORTALEGRE;-45329.521;-19223.022
OrtigaMAÇÃOSANTARÉM;141307;Ortiga;MAÇÃO;SANTARÉM;54177.2103;-22869.187
AtalaiaVILA NOVA DA BARQUINHASANTARÉM;142001;Atalaia;VILA NOVA DA BARQUINHA;SANTARÉM;8836.04695;-20062.157
Tornada e Salir do PortoCALDAS DA RAINHALEIRIA;100619;Tornada e Salir do Porto;CALDAS DA RAINHA;LEIRIA;-26059.765;-19661.163
Santa Maria da DevesaCASTELO DE VIDEPORTALEGRE;120502;Santa Maria da Devesa;CASTELO DE VIDE;PORTALEGRE;-87161.804;-22412.329
Praia do RibatejoVILA NOVA DA BARQUINHASANTARÉM;142002;Praia do Ribatejo;VILA NOVA DA BARQUINHA;SANTARÉM;60101.381;-23303.777
AlfeizerãoALCOBAÇALEIRIA;100102;Alfeizerão;ALCOBAÇA;LEIRIA;-19288.593;-20252.048
Torres Novas (São Pedro), Lapas e Ribeira BrancaTORRES NOVASSANTARÉM;141921;Torres Novas (São Pedro), Lapas e Ribeira Branca;TORRES NOVAS;SANTARÉM;-82946.23;-19481.854
ValhascosSARDOALSANTARÉM;141704;Valhascos;SARDOAL;SANTARÉM;-36691.903;-18829.902
Rio de MoinhosABRANTESSANTARÉM;140108;Rio de Moinhos;ABRANTES;SANTARÉM;-647.73641;-16980.891
Arrimal e MendigaPORTO DE MÓSLEIRIA;101616;Arrimal e Mendiga;PORTO DE MÓS;LEIRIA;-10079.169;-19399.343
Torres Novas (Santa Maria, Salvador e Santiago)TORRES NOVASSANTARÉM;141920;Torres Novas (Santa Maria, Salvador e Santiago);TORRES NOVAS;SANTARÉM;-62522.408;-18707.645
Serra de Santo AntónioALCANENASANTARÉM;140209;Serra de Santo António;ALCANENA;SANTARÉM;-34953.558;-21223.777
MouriscasABRANTESSANTARÉM;140106;Mouriscas;ABRANTES;SANTARÉM;-50783.679;-17547.673
MartinchelABRANTESSANTARÉM;140105;Martinchel;ABRANTES;SANTARÉM;3619.61011;-18343.483
São Martinho do PortoALCOBAÇALEIRIA;100112;São Martinho do Porto;ALCOBAÇA;LEIRIA;-15931.706;-16104.768
AsseiceiraTOMARSANTARÉM;141802;Asseiceira;TOMAR;SANTARÉM;-84784.677;-15999.572
Évora de AlcobaçaALCOBAÇALEIRIA;100108;Évora de Alcobaça;ALCOBAÇA;LEIRIA;-22132.39;-17231.405
PedrógãoTORRES NOVASSANTARÉM;141909;Pedrógão;TORRES NOVAS;SANTARÉM;-70981.818;-17296.675
Arez e Amieira do TejoNISAPORTALEGRE;121211;Arez e Amieira do Tejo;NISA;PORTALEGRE;-40980.012;-16241.814
São BentoPORTO DE MÓSLEIRIA;101610;São Bento;PORTO DE MÓS;LEIRIA;31089;-20453.237
Abrantes (São Vicente e São João) e AlferraredeABRANTESSANTARÉM;140120;Abrantes (São Vicente e São João) e Alferrarede;ABRANTES;SANTARÉM;-55537.627;-17537.05
MindeALCANENASANTARÉM;140206;Minde;ALCANENA;SANTARÉM;-5332.9364;-18739.443
BelverGAVIÃOPORTALEGRE;120902;Belver;GAVIÃO;PORTALEGRE;-46684.333;-15058.417
PaialvoTOMARSANTARÉM;141809;Paialvo;TOMAR;SANTARÉM;17407.6218;-17014.684
Mira de AirePORTO DE MÓSLEIRIA;101608;Mira de Aire;PORTO DE MÓS;LEIRIA;-27209.185;-14822.748
